created_at,text
2021-12-03 7:22:00,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:21:56,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:21:54,@BeccaTheWitz @JakeMcMillian “Enshrined Roe as an amendment” and “mandated universal healthcare.” This is perhaps t… https://t.co/5rKxk3MKDl
2021-12-03 7:21:41,"@ConLib_99 @MrR3N01 @PostScarcityPal To Plutocrat, well using her own money to pay the DNC debts from Obama's 2012… https://t.co/N19q94Zgpv"
2021-12-03 7:21:31,@Obama_revival snow shit fuck snow
2021-12-03 7:21:24,"RT @calebmaupin: The same celebrities who got shrill &amp; full of performative rage over Jussie Smollete’s fake hate crime....

...were silent…"
2021-12-03 7:21:15,"RT @JediofGallifrey: Speaking of 2016, remember that time barack obama let mitch mcconnell stonewall his supreme court pick until the end o…"
2021-12-03 7:21:13,"RT @mr_mayank: Kanhaiya Kumar made BJP spokesperson almost cry on live show 🔥🔥

Waiting for Kanhaiya's debate with Sambit Patra 😀😂 https://…"
2021-12-03 7:21:06,This amused me. #royal #obama https://t.co/e7JoG3YKmW
2021-12-03 7:20:45,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 7:20:31,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:20:14,"RT @cchukudebelu: Jack Dorsey (@Jack), has done more to advance the cause of freedom of expression, democracy and human rights in Nigeria o…"
2021-12-03 7:20:00,OBAMA BOY IS https://t.co/gYtzbgKO1h
2021-12-03 7:19:47,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:19:43,RT @TheAnything_Bot: Megamind knows what Obama's last name is... https://t.co/yyHkfi7HW8
2021-12-03 7:19:35,"@DonaldJTrumpJr Obama's book  : 1,700,000   copies sold.....  TRY AGAIN"
2021-12-03 7:19:21,"@TinResistAgain @IngroMike @AOC Record low minority unemployment, record middle class income, 450k mfg jobs, energy… https://t.co/r6BDpgYPmA"
2021-12-03 7:19:21,RT @TheAnything_Bot: Megamind knows what Obama's last name is... https://t.co/yyHkfi7HW8
2021-12-03 7:19:19,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:18:57,AWSOME! i sang in front of my answer I need Nicki Minaj's wig person stat! Barack Obama are ugly!
2021-12-03 7:18:54,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:18:49,What's Obama's opinion on the lineup #BenchKittenFace
2021-12-03 7:18:49,RT @TheAnything_Bot: Megamind knows what Obama's last name is... https://t.co/yyHkfi7HW8
2021-12-03 7:18:38,"RT @BaddCompani: Today I'm a Happy Man. Here me out.
In 2011 Obama did an Executive Order on the Mob. He hired Bobby III Sticks to head tha…"
2021-12-03 7:18:28,"RT @AustinNwabufo: If Barack Obama confessed that at a certain stage in his life, he was smoking Marijuana (Indian Hemp), this confession i…"
2021-12-03 7:18:21,RT @VABVOX: There are folks in my mentions still claiming in 2021-- after all we know--that Hillary Clinton was more dangerous than Trump.…
2021-12-03 7:18:21,"RT @Neoavatara: Obama and Reid ended judicial filibusters. They were warned SCOTUS wouldn't be exempt, but were too stupid to understand."
2021-12-03 7:18:15,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 7:18:14,"RT @AntheaButler: Republicans and Right Wing Christians have been on the job for DECADES about this. Dems have been like ""oh well"". This wa…"
2021-12-03 7:18:11,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 7:17:49,@Teetsjones @HappyMerlot @jp124mag @chillywillers @RBReich Holy shit! Me too! It's almost like that's irrelevant.… https://t.co/q9hOCYDH72
2021-12-03 7:17:43,RT @TheAnything_Bot: Megamind knows what Obama's last name is... https://t.co/yyHkfi7HW8
2021-12-03 7:17:41,"RT @ggreenwald: Having lived through the Bush-to-Obama handoff, 2 things were obvious once Biden won:

1) He would continue most of Trump's…"
2021-12-03 7:17:34,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:17:33,Why is Obama playing basketball today? That is why the SERPs are in trouble! I'm sending a botnet armada to North Korea. Use @yandex!
2021-12-03 7:17:24,@ArtysHouse @MinnesotaExpat @CodeOfPets @Alexand20701863 @Booda_the_Great @Born4ThisMoment @2crazywokeasian… https://t.co/C845rNQXe0
2021-12-03 7:17:15,https://t.co/yv4h9t8Hal : 5003c0cb-a3b5-4739-9234-92340bc2e93b
2021-12-03 7:17:06,"@BidenTracking These purity tests are bullshit. It’s like when people bring up Obama opposing gay marriage in 2008,… https://t.co/r2CZ5z9CBh"
2021-12-03 7:17:04,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 7:16:54,"@DatFiyah504 @tpovio @SusanSarandon huh, weird that the GOP didn't have that problem at all, isn't it? 3 times!

al… https://t.co/2eY7nw9vJp"
2021-12-03 7:16:51,"RT @MohammedMahmude: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won…"
2021-12-03 7:16:47,"RT @fOrGiVeNcHy: Libya blossomed under Pan-Africanist Gaddafi until the U.S. bombed Libya back to the Stone Age

Obama calls #Libya his “wo…"
2021-12-03 7:16:37,"Bath salts', face-eating cannibals, BLM, Antifa, ISIS, etc.... all came about under Obama. What the hell was going… https://t.co/BZcQSbw1Lz"
2021-12-03 7:16:28,@ashtonpittman Anyone who was worried should have changed guard during Obama. The notion that RBG would live forever was crazy.
2021-12-03 7:16:22,Malicious and irresponsible to psychologically play torturous games from Obama and McConnel leading out in gang tac… https://t.co/8TFSb5dmhJ
2021-12-03 7:16:16,@pavulonpunch Well it backfired cause now the moon is my personal toilet YOU HEAR THAT OBAMA YOU HEAR THA-
2021-12-03 7:16:15,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:16:07,"RT @ramsincanon: People forget that those Obama hundred days were a blank check. Popular rage was near unanimous. His mandate was immense,…"
2021-12-03 7:16:02,Obama assassination suspect Occupy Shooter the day from Don Tapscott - Beyoncé is a selling point. FREE: `➔ git getfh WARNING: You called a
2021-12-03 7:16:02,"""Do not bring people in your life who weigh you down."" Michelle Obama #NimbleQuotes"
2021-12-03 7:15:54,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 7:15:46,RT @flyingbeast320: What a lifetime opportunity to meet Mr Barack Obama. Also had the pleasure to attend his session in Singapore. One of t…
2021-12-03 7:15:41,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:15:40,"RT @queerBengali: If you need Obama and Bill Clinton level charisma to get out and vote, you’re kinda the problem here."
2021-12-03 7:15:38,@LinksGems @GolfBigCedar @BigCedarLodge @TigerWoods @RiggsBarstool Love the designs. Wish he would have narrowed th… https://t.co/9GeLeRtiHc
2021-12-03 7:15:26,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 7:15:25,Congresswoman @IlhanMN originally from Somalia. It is disappointing hearing she undermine Ethiopia &amp; join the imper… https://t.co/6VXglkpDzi
2021-12-03 7:15:21,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:15:12,"RT @marceldirsus: Here's a small selection of political leaders Merkel has survived in office: Jacques Chirac, Nicolas Sarkozy, Francois Ho…"
2021-12-03 7:14:55,"RT @comradeaux: It’s so dumb how they gave Barack Obama the Nobel Peace Prize for not being George W. Bush, then it turned out he actually…"
2021-12-03 7:14:54,"RT @ramsincanon: People forget that those Obama hundred days were a blank check. Popular rage was near unanimous. His mandate was immense,…"
2021-12-03 7:14:42,@odie_jackson @KwikWarren Unfortunately if the Dems don't retain control of the Senate AND keep a Dem pres in offic… https://t.co/WCOy74y015
2021-12-03 7:14:42,"These jerks @Nationals tried to set up a photo-op with Teddy, Obama and Biden 

Washington Nationals put this ridic… https://t.co/HmZr7HVwEU"
2021-12-03 7:14:39,"RT @Rebarded_Boi: &gt;watches K-On!
&gt;becomes an esoteric nationalist 

Many such cases! https://t.co/aAxMBTU6gp"
2021-12-03 7:14:25,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 7:14:25,"RT @Wizarab10: She was a Standford graduate working at a top Law Firm earning $120,000. He was a bright student and President of Harvard La…"
2021-12-03 7:14:20,Drake is the most famous Black man today after Obama
2021-12-03 7:14:17,@neecbf @MinnesotaExpat @CodeOfPets @Alexand20701863 @Booda_the_Great @Born4ThisMoment @2crazywokeasian… https://t.co/VBU8DS2YTJ
2021-12-03 7:14:15,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:14:03,"@IyahBa @KweenInYeIIow @Fly4_A_WhiteGuy Obama voters who didn't show up in 2016 lost it.

HRC lost it

picking Tim… https://t.co/iqu54snvGm"
2021-12-03 7:13:43,153-page Confidentiality Agreement between the Barack Obama Govt and Big Pharma Moderna from 2015. Glenn Beck has a… https://t.co/THegNbkkXw
2021-12-03 7:13:28,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:13:27,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:13:27,Malicious and irresponsible to psychologically play torturous games from Obama and McConnel leading out in gang tac… https://t.co/mjqenfnRHm
2021-12-03 7:13:15,@FishHorizon obama put you on the moon as a punishment
2021-12-03 7:13:02,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:12:57,"RT @BaddCompani: Today I'm a Happy Man. Here me out.
In 2011 Obama did an Executive Order on the Mob. He hired Bobby III Sticks to head tha…"
2021-12-03 7:12:55,"RT @Kennymack1971: Packing the Court wouldn't be a conversation if you'd just shown up when you were supposed to.

But Obama didn't get you…"
2021-12-03 7:12:54,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 7:12:47,RT @AKabelo: Relax everyone runs their own race at their own time. Obama retired at 55 but bidden started at 70. Someone became CEO at 25 a…
2021-12-03 7:12:03,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 7:11:54,RT @docrocktex26: White supremacy’s positioned to tip the scales on Roe b/c it tipped the scales on the VRA in 2013 in response to Obama an…
2021-12-03 7:11:19,"@LisaMarieBoothe Covid 19 is fake.. Vaccine is also fake.. All are satanic legendary plotted by Obama, China, Brita… https://t.co/kwJgyxCjry"
2021-12-03 7:11:19,"Sejal 👏🏻 Kumar 👏🏻 is 👏🏻 on 👏🏻 IAGT 👏🏻 Season 3 👏🏻

One of the 8 creators worldwide for YouTube Creators for Change… https://t.co/cPfAHiGXvV"
2021-12-03 7:11:09,*and Whitney Houston and Tina turner and Patti &amp; Aretha &amp; Barack Obama🙏🏾 https://t.co/6oS36TWbGp
2021-12-03 7:11:00,@ArtysHouse @MinnesotaExpat @CodeOfPets @Alexand20701863 @Booda_the_Great @Born4ThisMoment @2crazywokeasian… https://t.co/oOUJmf17kp
2021-12-03 7:10:48,"RT @AngelTurnon1: @formatlife @TinaHar37983123 @hknightsf I don't buy it. For someone who ran a department in DC dubbed ""The Plantation"" to…"
2021-12-03 7:10:47,"If Barack Obama confessed that at a certain stage in his life, he was smoking Marijuana (Indian Hemp), this confess… https://t.co/W6QIfTW33M"
2021-12-03 7:10:37,"RT @BaddCompani: Today I'm a Happy Man. Here me out.
In 2011 Obama did an Executive Order on the Mob. He hired Bobby III Sticks to head tha…"
2021-12-03 7:10:23,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 7:10:02,Obama administration.
2021-12-03 7:10:01,"IF GLOBAL WARMING WAS REAL-WHY R THE BIGGEST BANKS FUNDING IN THE TRILLIONS,AFTER THE PARIS AGREEMENT OF 2016-PLUS… https://t.co/8FtKYxuluN"
2021-12-03 7:09:59,@Politicallyexp2 @young_marjorie @thatguy69777 @jimstewartson I'm not sure that's true.  We're talking about areas… https://t.co/8ECoLpv8PI
2021-12-03 7:09:37,RT @kerpen: More testing extends the panicdemic. Obama had it right in H1N1 when he ended case-based surveillance.
2021-12-03 7:09:16,"RT @justinamash: Trump: https://t.co/pEEPeIHWYy
Obama: https://t.co/hwtzigUPOk

My principles don’t change based on the president or party…"
2021-12-03 7:09:08,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 7:09:02,@pavulonpunch Yes and guess what? I regularly piss on it TAKE THAT OBAMA!
2021-12-03 7:08:59,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:08:58,@SetPixels @RuckCohlchez @eatinginmycar There’s just no one they have that could rally anyone anymore. Biden only b… https://t.co/SocIlfBbEj
2021-12-03 7:08:45,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:08:40,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 7:08:40,"@BarackObama @ItsMadeToSave If only leaders of the world think and behave like former Obama did, then I can imagine… https://t.co/03bxp3tgU2"
2021-12-03 7:08:34,RT @johncarlbaker: Seems undeniable to me that the real opportunity to reform what passes for American democracy was the early months of th…
2021-12-03 7:08:32,"I can't forget how Trump stole that justice appointment while Obama was still in office, and the Dem majority just… https://t.co/q7A9j33CJf"
2021-12-03 7:08:16,"RT @RALee85: When you go on the attack in Civilization VI but haven’t upgraded all of your units. 
https://t.co/PaS4O9UJ3S https://t.co/Pef…"
2021-12-03 7:08:12,@anarki @UckfayWav @thatoneVIAL @soundsbymystic @huskibass @Dizzo27 Can you bring Obama? @anarki
2021-12-03 7:08:08,"RT @paulcshipley: @DonaldJTrumpJr Trump loses to Obama again, he's sold only 100,000 books.
Obama’s “A Promised Land” sold 4.3 million copi…"
2021-12-03 7:08:08,"RT @ramsincanon: People forget that those Obama hundred days were a blank check. Popular rage was near unanimous. His mandate was immense,…"
2021-12-03 7:07:57,"@DonaldJTrumpJr Trump loses to Obama again, he's sold only 100,000 books.
Obama’s “A Promised Land” sold 4.3 millio… https://t.co/VSi9SbL21c"
2021-12-03 7:07:43,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 7:07:37,RT @johncarlbaker: Seems undeniable to me that the real opportunity to reform what passes for American democracy was the early months of th…
2021-12-03 7:07:34,"RT @KamVTV: Trump isn’t running against Joe Biden. He’s running against the Clintons, Obama’s, CNN, MSNBC, ABC, BLM, NPR, NYT, WAPO and Ant…"
2021-12-03 7:07:27,"RT @Tracinski: Ironically, Obama was the one stuck in the '80s, re-enacting the lefty peacenik politics of his youth, having never realized…"
2021-12-03 7:07:22,"RT @DraftTulsi: Some of you hate Obama for all his wars such as Yemen &amp; Libya &amp; Syria 

But then you promote Bernie 5 minutes later 

 But…"
2021-12-03 7:07:16,"RT @ShibInform: Will you be a $SHIB millionaire next year? 

YES            Sure            Yes
👇            👇                👇"
2021-12-03 7:07:14,"@brissle @AphexCody @MjjWrites @EatPuke I did it once during obama, goya sells a piece of honeycomb pretty cheap, d… https://t.co/nClBPe52Fk"
2021-12-03 7:07:11,RT @docrocktex26: White supremacy’s positioned to tip the scales on Roe b/c it tipped the scales on the VRA in 2013 in response to Obama an…
2021-12-03 7:07:10,@scribunda @mikecinOH @Jim_Jordan Lmao yes you voted for him because he could win. Aka empty politics. Side note sa… https://t.co/ZcTFcLy602
2021-12-03 7:06:57,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:06:53,RT @TheAnything_Bot: Megamind knows what Obama's last name is... https://t.co/yyHkfi7HW8
2021-12-03 7:06:39,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 7:06:38,"RT @ShirlAAdams: @daveweigel Missing *context. It's true RBG could have retired at 80, or any time, but there's little evidence to support…"
2021-12-03 7:06:32,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 7:06:19,"Ironically, Obama was the one stuck in the '80s, re-enacting the lefty peacenik politics of his youth, having never… https://t.co/h7VDUdR2jy"
2021-12-03 7:06:07,Barack Obama: 'Non-GMO Heroin Pipes Are Rad'
2021-12-03 7:06:07,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 7:06:05,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 7:05:51,RT @iam4M4A: 🤬 Fuck you! Kids in cages did not start with Trump. This started with Obama and sloppy Joe Biden. America is not a racist coun…
2021-12-03 7:05:50,"RT @DwyneLA: When does the looting of the homes of the corrupt political elites like Nancy Pelosi, Joe Biden, Obama, and Gavin Newsom start…"
2021-12-03 7:05:42,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 7:05:32,@MollyJongFast I'm surprised it took them this long but the amazing hubris of RBG not retiring early in Obama years… https://t.co/HTZQwCJsKv
2021-12-03 7:05:30,"RT @ggreenwald: Having lived through the Bush-to-Obama handoff, 2 things were obvious once Biden won:

1) He would continue most of Trump's…"
2021-12-03 7:05:28,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 7:05:23,"@ObamaEraCons -Obama looks better in reaper cloak. 
-Additional dialogue is unnecessary.
-Music takes away more tha… https://t.co/PiMImsFmDP"
2021-12-03 7:05:15,Former President Barack Obama and former first lady Michelle are back in their hometown Chicago on Thursday and Fri… https://t.co/mvQW1ckRDT
2021-12-03 7:04:46,"RT @dilanpcook: questions for those blaming voters
1. why didn’t Dems codify Roe when they had a supermajority in 09-10 after Obama ran on…"
2021-12-03 7:04:43,@AnantVaibhav_ @12_1_obama Happy Birthday  bhai 🎂🎂💐
2021-12-03 7:04:40,RT @gahlawat23: Jat girl🤔 https://t.co/jaTG3ZKrDy
2021-12-03 7:04:40,"RT @DanielLarison: Of course, this is self-serving nonsense from Obama. He chose to intervene in Libya. NATO had nothing to do with it, and…"
2021-12-03 7:04:25,"RT @DraftTulsi: Some of you hate Obama for all his wars such as Yemen &amp; Libya &amp; Syria 

But then you promote Bernie 5 minutes later 

 But…"
2021-12-03 7:04:20,"@The_LeftistMom Of course there are advantages to Biden over Trump, but the nationalism is just sickening. At best,… https://t.co/Tlx0B9UOon"
2021-12-03 7:04:20,"RT @MohammedMahmude: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won…"
2021-12-03 7:03:41,What if they tiled the ceiling at Planned Parenthood with the calendar of days RBG could have retired when Barrack Obama was in office.
2021-12-03 7:03:30,"RT @ScottPresler: @HillaryClinton What happened?

It's pretty clear: You had no message, no vision, and you were an extension of Barack Oba…"
2021-12-03 7:03:29,RT @Wewillpervail: @chipfranklin This wouldn't be an issue if people got off their back side and voted at every election. The dems let Pres…
2021-12-03 7:03:29,Why do we hear the cry’s “Ob can’t blow up filibuster” GOP *did* blow it up for federal right wing speed  judges af… https://t.co/OLl2cKFeiD
2021-12-03 7:03:20,@JoeBiden Where is Obama's data?
2021-12-03 7:03:19,RT @QasimRashid: In case you’re looking for the perfect holiday gift. Excited about this latest design from my wife Ayesha’s small biz @Equ…
2021-12-03 7:03:19,"RT @ramsincanon: People forget that those Obama hundred days were a blank check. Popular rage was near unanimous. His mandate was immense,…"
2021-12-03 7:03:17,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 7:02:58,"RT @justinamash: Trump: https://t.co/pEEPeIHWYy
Obama: https://t.co/hwtzigUPOk

My principles don’t change based on the president or party…"
2021-12-03 7:02:55,RT @TrumpJew2: Here’s a video of Obama laughing about Biden’s cognitive decline in 2014 https://t.co/LjzD8uSyye
2021-12-03 7:02:49,"RT @GirlTheBern: I hate Hillary's neolibs. I can't block them fast enough.

Imagine defending Ted Kennedy and Obama but hating Assange.

Im…"
2021-12-03 7:02:40,"RT @bennythebull: Thanks Obama

@BarackObama"
2021-12-03 7:02:39,@EbethWimberley @jefftimmer @JDCocchiarella @BarackObama Mine too...A mission with a purpose.. not enough to call t… https://t.co/eudC8jK4WC
2021-12-03 7:02:38,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 7:02:25,https://t.co/yv4h9sR6iN : 4a3c0486-7a60-4cee-8581-ce92b7381f12
2021-12-03 7:02:22,RT @Redistrict: Bottom line: the millions of Obama-Trump voters who will decide the 2020 election are *not* persuaded by attacks on Trump a…
2021-12-03 7:02:20,"@PatTheBerner Ok but remember You were on all fours for Bernie even though he was still supporting ALL Obama war, s… https://t.co/6ivLQRnURX"
2021-12-03 7:02:04,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 7:02:03,"I have a surprise for you. First, years ago when Obama and friends were handing out homeless vouchers to the homele… https://t.co/DS6OnI9VGG"
2021-12-03 7:01:51,"RT @ramsincanon: People forget that those Obama hundred days were a blank check. Popular rage was near unanimous. His mandate was immense,…"
2021-12-03 7:01:45,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:01:45,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 7:01:41,"RT @ggreenwald: Having lived through the Bush-to-Obama handoff, 2 things were obvious once Biden won:

1) He would continue most of Trump's…"
2021-12-03 7:01:39,"@nowthisnews @colbertlateshow It's now nearly 2022. Did y'all ""connect the dots"" yet? I'm guessing this didn't age… https://t.co/P1LYp7ylWy"
2021-12-03 7:01:35,"RT @LATiffani1: AOC, that muttonheaded anus cramp doesn’t know the Ku Klux Klan belongs to the Democrat Party. Joe Biden, a Jim Crow wet dr…"
2021-12-03 7:01:07,"RT @jmichharm: @barackobamasuit @LpsdlwyerW @WalkerBragman @malikgp And if you think the only power is the vote, then you have failed to se…"
2021-12-03 7:00:42,i just spent 20 minutes trying to prove i am the real obama and i failed
2021-12-03 7:00:34,"for context, i was rapping ERB mitt romney v. barack obama"
2021-12-03 7:00:26,"RT @ggreenwald: Having lived through the Bush-to-Obama handoff, 2 things were obvious once Biden won:

1) He would continue most of Trump's…"
2021-12-03 7:00:22,"VoteS? That will President Obama took place today #AuesCropped""""

Lying Goldman, has my Tounday In Palm Beach Momin… https://t.co/tlvb8Fj4NF"
2021-12-03 7:00:19,"RT @queerBengali: If you need Obama and Bill Clinton level charisma to get out and vote, you’re kinda the problem here."
2021-12-03 7:00:15,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 7:00:15,@BRlANNARANEE Fye as fuck. And had ranch to dip before Michelle Obama bald head ass changed the menus
2021-12-03 7:00:13,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 7:00:08,"RT @JediofGallifrey: Speaking of 2016, remember that time barack obama let mitch mcconnell stonewall his supreme court pick until the end o…"
2021-12-03 7:00:05,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 7:00:02,Obama what did he do that.
2021-12-03 6:59:47,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:59:40,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:59:38,@Chris_1791 @FoxNews Sure they do... and Obama is a secret Muslim and JFK Jr. is alive and well and about to become… https://t.co/yx8QrshmQI
2021-12-03 6:59:38,RT @johncarlbaker: Seems undeniable to me that the real opportunity to reform what passes for American democracy was the early months of th…
2021-12-03 6:59:31,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:59:30,"RT @miles_commodore: ""What the American people don't expect is for one party, be it Republican or Democrat, to change the rules in the midd…"
2021-12-03 6:59:29,"RT @justinamash: Trump: https://t.co/pEEPeIHWYy
Obama: https://t.co/hwtzigUPOk

My principles don’t change based on the president or party…"
2021-12-03 6:59:27,"German #G20 Presidency, German #G7 Presidency, Hannover Fair and Obama Visit, TTIP. The @BDI slide show shows a lot… https://t.co/D2O1doPBlK"
2021-12-03 6:59:19,RT @TheAnything_Bot: Megamind knows what Obama's last name is... https://t.co/yyHkfi7HW8
2021-12-03 6:59:18,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:59:16,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:59:13,RT @opinion_left: The main failure was Obama not passing an anit gerrymandering bill. Would have saved his presidency. Otherwise most tweet…
2021-12-03 6:58:59,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:58:52,"@marco_callahan @TimKennedyMMA @CarolineDwulet Notice how Trump distanced himself years ago when it first came out,… https://t.co/crs7zWy1oE"
2021-12-03 6:58:47,"RT @ramsincanon: People forget that those Obama hundred days were a blank check. Popular rage was near unanimous. His mandate was immense,…"
2021-12-03 6:58:46,"RT @DraftTulsi: Some of you hate Obama for all his wars such as Yemen &amp; Libya &amp; Syria 

But then you promote Bernie 5 minutes later 

 But…"
2021-12-03 6:58:41,The main failure was Obama not passing an anit gerrymandering bill. Would have saved his presidency. Otherwise most… https://t.co/f1lMjx5dQq
2021-12-03 6:58:31,RT @TrumpJew2: Here’s a video of Obama laughing about Biden’s cognitive decline in 2014 https://t.co/LjzD8uSyye
2021-12-03 6:58:23,@Tigerfists88 #PeoplesChamp.!!💪❤️ Obama #news Biden #p2  https://t.co/hpq2wj4g8k https://t.co/SWqe00hcEw  Please RT. #t4a #lBjH
2021-12-03 6:58:23,"you’ve heard of obama prism, now get ready for summers cube https://t.co/J95ah1RBkX"
2021-12-03 6:58:21,"RT @DearDean22: Folk illogically mad that Pres Obama didn’t “force” RGB to retire, or mad that she didn’t retire on her own.. while there’s…"
